text,image_path,label
"JACK - J97 BẤT NGỜ ĐĂNG TẢI TÂM THƯ ĐẦY ẨN Ý TRONG ĐÊM SAU THỜI GIAN DÀI IM LẶNG Khuya 21/5, Jack - J97 đăng tải những dòng tâm sự về quá khứ, những nỗi đau trong sự nghiệp trên trang cá nhân. Cụ thể, anh viết: Lần cuối và gần nhất t còn cảm xúc, thấy được đau lòng là lúc Ngoại không còn nhận ra t là cháu của bà, lần buồn cười nhất là lời đề nghị l.i.ếm gót giày để trở thành một sản phẩm truyền thông giải trí, hàng trăm điều đen tối. t chẳng những không sợ gây th.ù, t sẽ đưa vào tận xương tủy, nhớ từng trò b.ẩ.n t.h.ỉu từng bên, từng gương mặt, từng ngày…khi chín muồi, T sẽ là thằng duy nhất trong ngành mò đến tận cùng hang ổ, sẽ là cái gai trong mắt đến nỗi đau nh.ứ.c sưng tấy lên. Ngày nào còn thở thì còn phục vụ khán giả, ngày nào còn thở t vẫn sẽ đứng đó và thu hẹp mục tiêu.",anh_4001.jpg,1
"ĐẠI BIỂU QUỐC HỘI CŨNG PHẢI BƯNG BÔ CHO VƯỢNG VIN Nếu như có một nhà đầu tư tư nhân sẵn sàng nhận làm công trình với tiêu chuẩn chất lượng, công năng hoạt động, tính chất lan tỏa… tương tự, không có lý do gì không giao việc đó cho họ”, đại biểu Hoàng Văn Cường (phó chủ tịch Hội đồng Giáo sư nhà nước, nguyên phó hiệu trưởng Đại học Kinh tế quốc dân) chia sẻ về đề xuất đầu tư trực tiếp của VinSpeed cho tuyến đường sắt cao tốc Bắc - Nam. Nói thì không phải không có lý, ngược lại nó còn rất thực tế và cực hay. Nhưng một nhà đầu tư tư nhân không có kinh nghiệm trong lĩnh vực này, công ty lại mới thành lập được có chục ngày, mà đi giao cả công trình trọng điểm quốc gia vào tay nó thì có bị ngu hay không? Chưa kể nó còn vay tới 48 tỷ USD không lãi trong vòng 35 năm, rồi tới năm 34 nó lăn đùng ra ch.ết thì ai chịu trách nhiệm cho quyết định ngu dốt này? Chẳng qua giờ một tay Vượng Vin đang là mỏ vàng cho đám lãnh đạo đào bới, đang phải nuôi cả hệ thống chính trị ăn hại này, nên nó thở ra câu nào từ dưới lên trên cũng phải gật gù khen hay. Chứ có biết bao nhiêu tập đoàn tư nhân đúng chuyên môn còn giỏi hơn Vượng gấp trăm lần, thử hỏi họ cũng đi vay vốn nhà nước không lãi vậy để làm thì lãnh đạo và đại biểu quốc hội nghị gật này đứa nào dám giao cho họ không? Linh Linh",anh_4002.jpg,2
"TRỜI BUỒN TRỜI ĐỔ CƠN MƯA hôm qua thấy trời có tín hiệu vui vui rồi cơ mà, ông bảo ông mưa tí xíu vào chiều tối và đêm thôi mà nay ông lại cho cú lừa rồi. Sáng nay vẫn có mưa ở Hà Giang, Lào Cai, Yên Bái, Lai Châu và 1 tí ở Điện Biên, Quảng Ninh. Có chấm vàng là vẫn có mưa to nên bà con ở các tỉnh vùng núi vừa kể vẫn cần đề phòng sạt lở đất nhé. Khu vực Trung Bộ hôm nay không mưa đâu, chỉ có nắng và nắng cả ngày thôi. Từ Thanh Hóa - Phú Yên có nắng nóng nhưng không quá gay gắt, 35-36 độ C, có nơi trên 37 độ C Tây Nguyên, Nam Bộ chiều nay có mưa giông nhiều nơi,có nơi mưa to trên 50mm, kèm nguy cơ gió giật mạnh, sấm sét nhé Nay tui ngủ quên, post bài muộn, có ai nhắc tui không",anh_4003.jpg,0
"KHÁNH HÒA: ÔNG CHỦ BỊ ĐẦY TỚ NẠT NỘ KHI ĐI LÀM VNEID! Liên quan đến việc một công dân phản ánh thái độ nạt nộ, gắt gỏng của công an phường Ninh Hà khi người này đến làm thủ tục VNeID tại trụ sở, mới đây, trưởng công an phường giải trình có thể là hiểu lầm. Khi nói người dân đợi tí có to tiếng vì giọng đồng chí Lâm to chứ không phải nạt nộ hay hách dịch như công dân phản ánh. Ngoài ra, do cấu tạo phòng làm việc hiện tại nếu nói bình thường thì người đứng ngoài không nghe rõ nên cần phải nói to giải trình nêu. Khi nào thủ tục hành chính là một dịch vụ thu phí đúng như các dịch vụ bên ngoài thì may ra mới đỡ được thói quan liêu, còn giờ đi đâu thì cán bộ cũng hách dịch như nhau vậy thôi, ít hay nhiều chứ không có chuyện không có. Việc mang những công việc thủ tục hành chính đẩy qua cho công an gây nên sự xáo trộn bởi những người này không biết làm, họ phải được đào tạo. Thái độ thì khó chịu. Nhiều khi chưa làm gì đã đe nẹt dân rồi, làm không đúng thủ tục thì họ mới được bàn giao, luật còn chưa nắm rõ, hỏi thì tôi không biết, cái này bọn tôi không xử lý, để bọn tôi đi hỏi. Và giờ đây công xã không khác gì telesale. Gọi điện khắp nơi cho doanh nghiệp với người dân để yêu cầu làm định danh doanh nghiệp cá nhân.  Nói lớn và nói nạt nộ là hai biểu cảm và thái độ khác nhau xa. Khi nhân dân góp ý, điều đầu tiên lãnh đạo nên làm là xin lỗi, sau đó trích xuất camera giám sát trong phòng làm việc, gửi báo cáo và gửi người dân trong cuộc mới khách quan. Thường những sự việc xảy ra giữa công dân và cán bộ tại trụ sở như trường hợp trên luôn có camera ghi lại nhưng tiếc rằng, những lúc cần thiết thì camera lại luôn trong tình trạng bảo trì.",anh_41.jpg,2
"Thêm một đại sứ Prada vướng vào drama: Mỹ nhân Nagano Mei bị Dispatch xứ Nhật khui chuyện qua lại với nam diễn viên Nhật Bản đã có vợ, lại còn bắt cá hai tay với 1 nam diễn viên Hàn Quốc Tạp chí Shukan Bunshun đưa tin về vụ ngoại tình của Tanaka Kei 40 tuổi và Nagano Mei 25 tuổi. Cả hai gặp nhau khi cùng đóng phim vào năm 2021 và bắt đầu hẹn hò từ tháng 9 năm ngoái. Tanaka Kei là người đã có vợ và con, kết hôn từ năm 2011. Nhận thức được đây là một vụ ngoại tình, cả hai từng giữ khoảng cách. Tuy nhiên, đầu tháng 4, phóng viên phát hiện Tanaka đón Nagano sau khi cô hoàn thành lịch trình và họ qua đêm cùng nhau. Ngày 15 tháng 4, phóng viên bắt gặp diễn viên Hàn Quốc Kim Mu Jun qua đêm tại nhà Nagano. Cả hai hiện đang đóng chung trong drama Caster của TBS. Trước khi trở về Hàn Quốc, Kim Mu Jun đã sống tại nhà Nagano. Vào ngày anh ta về nước, Nagano gặp Tanaka tại một izakaya. Sau 3 giờ ăn tối, họ đến một quán bar ở Roppongi. Trước 3 giờ sáng, cả hai rời quán bar và về căn hộ của Nagano.",anh_42.jpg,1
"Một hôm trời mưa, tôi thấy một người che ô cho cả người xa lạ. Tôi hỏi: Sao chú tốt vậy? Chú chỉ cười: Ngày xưa, có người từng làm vậy với chú. Hóa ra, lòng tốt cũng có di truyền. Và bạn - có thể là người bắt đầu chuỗi di truyền ấy hôm nay.",anh_43.jpg,0
"Đang uống trà sữa tự nhiên được giác ngộ",anh_44.jpg,0
"VSTRA chia sẻ đôi lời tâm thư trên story IG sau drama tình cảm của Obito và bạn nữ 2k6 vào chiều nay: Đôi lời gửi em Nếu có vấn đề với ai, tìm người ấy để giải quyết nhé. Những lời thêu dệt của em đã đụng chạm đến nhân cách, lòng tự trọng của chị và ảnh hưởng đến chị nhiều trong hôm nay đó. Chúng ta chưa từng tương tác, nhắn tin, nói chuyện, chị cũng chưa hề quan tâm đến em hay chuyện đó đâu. Em và anh ấy không thành, hãy tìm lý do khác để đổ lên, đừng là chị. Chị có đủ nỗi buồn rồi, thôi vì những điều không có thật mà ôm cái suy nghĩ xấu xí ấy với chị mãi, tới cuối cùng ai cũng tổn thương thôi...",anh_45.jpg,1
"TELEGRAM: CHÍNH QUYỀN KHÔNG QUẢN ĐƯỢC THÌ CẤM! Cái cộng sản chặn là cái cộng sản không quản được, nó nằm ngoài khuôn khổ, gây hại cho những người hưởng lợi dựa trên cái khuôn khổ đó. Còn cái mà chúng ta nghe được chỉ là một lí do để in ra trên mặt báo. Mới đây, Chủ tịch Quốc hội Trần Thanh Mẫn yêu cầu dứt khoát từ bỏ tư duy không quản được thì cấm. Các quy định pháp luật cần lấy người dân và doanh nghiệp làm trung tâm. Lãnh đạo miệng thì bô bô bảo bỏ tư duy không quản được thì cấm nhưng tranh thủ cấm Telegram ở Việt Nam. Công cụ là thứ để sử dụng cho nhiều mục đích, người nào dùng công cụ vào mục đích xấu mới bị cấm. Đằng này chính quyền quản không được thì cấm. Đúng ra Telegram là KHÔNG ĐƯỢC QUẢN NÊN CẤM chứ không phải KHÔNG QUẢN ĐƯỢC THÌ CẤM.  Tại sao hành vi của Telegram ở các nước phát triển là hợp pháp và không có gì là bất tuân còn ở riêng Việt Nam lại được cho là bất tuân? Facebook chạy quảng cáo nhan nhản lừa đảo từ thiện, lừa đảo hỗ trợ, bán thuốc giả, thực phẩm giả, sản phẩm giả mà không bị gì bởi chính quyền được phép quản. Tiếp đến với lý do tội phạm lừa đảo dùng trình duyệt web để lừa, liệu chúng ta nên chuẩn bị cho kịch bản chính quyền sẽ cấm việc dùng trình duyệt luôn hay chăng?",anh_46.jpg,2
"Bạn thân của Wren Evans lên tiếng bênh vực anh giữa drama, tuy nhiên ngay sau đó Lim Feng đã vào đối chất đồng thời cô còn tag thẳng tên người yêu cũ vào. Lim Feng cũng tiết lộ Wren nợ tiền cô 2 năm chưa trả",anh_47.jpg,1
"THU NHẬP TOP THẤP NHƯNG ĐÓNG PHẠT TOP ĐẦU THẾ GIỚI Đây là bảng thống kê thu nhập bình quân theo tháng của các địa phương trên cả nước trong năm 2024. Quê hương Đắk Lắk của nữ tướng cướp Nguyễn Thị Xuân ở mức 3,72 triệu/ tháng. Nếu bị phạt 200 triệu thì phải nhịn ăn 4,5 năm mới đủ đóng phạt",anh_48.jpg,2
"Em xin in4 bạn nam áo đen ngồi giữa với ạ, em có để ý bạn được mấy hôm nay rồi nhưng mà ngại nên giờ mới đăng lên hỏi ạ, e thấy bạn khá cute",anh_49.jpg,0
"CÙNG LÀ SCANDAL VỚI TRẺ VỊ THÀNH NIÊN NHƯNG KIM SOO HYUN VÀ NEGAV LẠI CÓ SỰ KHÁC BIỆT Hàn Quốc - Kim Soo Hyun vì lùm xùm quen bạn gái lúc cô chỉ mới học cấp hai sau đó bị tẩy chay, nguy cơ mất luôn sự nghiệp. Việt Nam - cũng có Negav với phát ngôn bỏ học. Tiếp đến là drama khăn ướt bao gồm group fb và những bài đăng liên quan đến trẻ em cùng loạt bài đăng dùng từ ngữ nhạy cảm. Nhưng chỉ việc ở ẩn vài tháng sau đó xin lỗi khán giả là có thể tẩy trắng, quay lại showbiz thành công",anh_50.jpg,1
"Hạnh phúc gia đình không cần hoàn hảo, chỉ cần đủ hiểu và đủ thương. Gia đình không phải là nơi để tranh đúng sai, thắng thua, mà là nơi để người ta học cách nhường nhịn và bao dung. Không ai hoàn hảo, nhưng nếu biết đặt tình thương lên trên cái tôi, mọi xích mích đều sẽ nhẹ nhàng tan biến. Đừng tìm một gia đình chuẩn chỉnh theo tiêu chuẩn mạng xã hội, hãy gìn giữ một tổ ấm thực sự - nơi bạn có thể là chính mình, dù tốt hay xấu...",anh_51.jpg,0
"Cao tốc Rạch Sỏi - Lộ Tẻ mới 3 năm mà nó tè le hột me... Cái này là cao tặc chớ cao tốc cái gì?",anh_52.jpg,2
"Hậu quả của hệ thống bầu cử dân chủ giả tạo là người dân không thể lựa chọn đại diện thực tài.",anh_53.jpg,2
"Trong bối cảnh toàn cầu hóa ngày càng sâu rộng, khả năng sử dụng tiếng Anh thành thạo không chỉ là lợi thế, mà còn trở thành yêu cầu bắt buộc trong mọi lĩnh vực nghề nghiệp. Trường Đại học Công nghệ Giao thông vận tải tự hào là một trong những cơ sở đào tạo uy tín, tiên phong trong việc cung cấp nguồn nhân lực chất lượng cao về ngôn ngữ và giao tiếp quốc tế, mở rộng cánh cửa cơ hội nghề nghiệp cho sinh viên trong môi trường toàn cầu.",anh_54.jpg,0
"Vụ Hoàng Dương Điền Điềm khiến nhiều người nhớ lại scandal trốn thuế chấn động của Phạm Băng Băng năm nào. Mọi chuyện bắt đầu khi Thôi Vĩnh Nguyên (cựu MC nổi tiếng) đưa ra bài viết chỉ trích đạo diễn Phùng Tiểu Cương tham nhũng và trốn thuế. Bất ngờ là, Phạm Băng Băng lại lên tiếng ủng hộ Phùng Tiểu Cương qua 1 bài viết Weibo, khiến Thôi hiểu lầm rằng cô đang thách thức mình. Tức giận, Thôi quay sang vạch trần Băng Băng với hàng loạt bằng chứng trốn thuế. Studio của Băng Băng đã đưa ra một tuyên bố phủ nhận rằng cô ấy đã từng ký hợp đồng riêng cho một công việc duy nhất. Họ tuyên bố rằng họ sẽ hợp tác đầy đủ với các cơ quan có liên quan trong cuộc điều tra và sẽ giải quyết các mối quan tâm của công chúng. Kết quả là ngôi sao hạng A này bị phạt 883 triệu NDT và buộc phải rút lui khỏi làng giải trí. Tuy nhiên, chính Thôi Vĩnh Nguyên sau đó cũng bị cấm hoạt động vì tội gây rối trật tự mạng. Nghĩ lại, nếu Băng Băng không đăng bài Weibo đó, có lẽ cô đã không trở thành mục tiêu của Thôi. Ban đầu Thôi chỉ nhằm vào Phùng Tiểu Cương, ai ngờ Băng Băng lại tự nhảy vào bẫy, để rồi Phùng Tiểu Cương thoát nạn còn cô thì nhận hậu quả nặng nề. Cả vụ việc như một vở kịch đầy cú twist, cuối cùng cả 2 bên đều thua thiệt, đúng là giết 1000 kẻ địch, tự mình mất 800",anh_55.jpg,1
"chúng tôi đơn giản chỉ là khán giả",anh_56.jpg,0
"DJ Ngân 98 lập Vi Bằng thưa kiện Hiền Hana về Tội gì .?. Gắt quá ! Cuộc Chiến Pháp Lý bắt đầu.",anh_57.jpg,1
"ĐÓI QUÁ THÌ RA LUẬT, CÓ LUẬT LÀ CÓ TIỀN! Từ ngày 1/7/2025, nhà trọ, quán ăn và các cơ sở thuộc danh mục quy định tại Nghị định số 105/2025/NĐ-CP sẽ phải mua bảo hiểm cháy, nổ bắt buộc.​ Cũng giống như bảo hiểm xe hai bánh, người dân phải mua 66.000 đồng/năm mà không có ý nghĩa gì. Nếu thật sự bảo hiểm ở Việt Nam có giá trị thì chẳng cần ra luật tự động người dân sẽ bỏ tiền ra mua. Bảo hiểm là tự nguyện nhưng chính quyền lại làm luật ép người dân mua chỉ nhằm làm giàu cho các công ty bảo hiểm là sân sau của quan chức. Cứ đủ các loại bắt buộc dồn dập liên tục thế này thì người dân buôn bán kinh doanh kiểu gì. Thu thuế giống Mỹ nhưng lương chỉ bằng 1/10 Mỹ và an sinh xã hội = 0. 1/7 sắp tới như cột mốc lịch sử. Hết tăng thu thuế hộ kinh doanh, thu PCCC rồi BHXH bắt buộc. Chiếc túi ngân sách đói quá thì thượng tầng cứ ra luật liên tục bởi cứ có luật là có tiền!",anh_58.jpg,2
"HIỆN CƠ QUAN CHỨC NĂNG VẪN CHƯA THỂ LẤY ĐƯỢC MẪU LÒNG SE ĐIẾU ĐEM ĐI KIỂM NGHIỆM VÌ CƠ SỞ NÀO CŨNG... HẾT HÀNG Một cơ sở Lòng Chát sáng nay đăng tải thư cảm ơn và xin lỗi khách hàng sau chuỗi ngày khủng hoảng. Trong tâm thư, cơ sở này khẳng định: Không nhập và sử dụng lòng có nguồn gốc từ Trung Quốc. Không sử dụng lòng giả, tẩm hóa chất, gây ảnh hưởng đến sức khỏe người tiêu dùng. Cơ sở cũng cho biết đã dừng hoạt động do nhiều hậu quả: đơn hàng bị hủy, nhân sự rối loạn tâm lý, bị bom hàng, xúc phạm qua điện thoại. Cơ sở mong muốn cộng đồng kiểm chứng thông tin trước khi chia sẻ để không đẩy những con người làm nghề tử tế vào bước đường cùng. Tuy vậy, đến nay cơ quan chức năng tại TP. HCM vẫn chưa thể lấy được mẫu lòng se điếu nào đem đi xét nghiệm bởi tất cả cơ sở đều hết hàng. Trước đó thì món lòng se điếu thường xuyên được quảng cáo, thậm chí có những cỗ lòng se điếu đến hàng chục mét được đăng tải trên mạng. Nhưng với tình hình hiện nay có lẽ lòng se điếu sẽ bị cho vào sách đỏ và chỉ còn tồn tại trong ký ức của những vị khách cũ của Lòng Chát.",anh_59.jpg,1
"Nay mẹ đi chơi rồi, không say không về nha bố yêu ",anh_60.jpg,0
"Chuyện chê bai lãnh đạo, thậm chí là chỉ trích là rất bình thường. Chỉ có những quốc gia độc tài mới bỏ tù những người dân như vậy",anh_61.jpg,2
"Người treo là anh người yêu, nhưng thứ khiến tui dán mắt vào là chiếc đồng hồ này á Treo lên phát góc phòng sáng hẳn luôn",anh_62.jpg,0
"KHI HOA HẬU SA CƠ THẤT THẾ… ĐẢNG LIỀN TRỞ MẶT Trung ương Đoàn TNCS Hồ Chí Minh quyết định tước bỏ danh hiệu Gương mặt trẻ Việt Nam tiêu biểu năm 2021 với hoa hậu Nguyễn Thúc Thùy Tiên do vi phạm pháp luật đến mức bị khởi tố. Vẫn là bản chất thấy thơm thì nhận vơ vào người, nào là thanh niên yêu nước, gương mặt tiêu biểu, tuổi trẻ sống theo lời bác.... Rồi đến khi thấy thúi thì lại quay ngoắt, phủi phui trách nhiệm, thu hồi danh hiệu và trả về với nhân dân. Công lao thì nhờ ơn đảng dẫn dắt, còn có tội thì do bị kích động xúi dục. Đảng vô can và luôn tốt đẹp, chỉ có nhân dân mới chứa chấp những thành phần phạm tội thôi. Khôn kiểu này thì đúng không ai chơi được lại với đảng rồi.",anh_63.jpg,2
"Sau những Sóng Gió, Hoàng Kim Dung kêu cứu - Lùa Gà. Vẫn Nổ và Xạo Láo",anh_64.jpg,1
"ĐỀ XUẤT LÃNH ĐẠO HOÁ TRANG ĐI THỰC TẾ XEM CÁN BỘ LÀM VIỆC Đại biểu Quốc hội Trương Trọng Nghĩa phản ánh hiện tượng trên nóng dưới lạnh, thông thoáng ở bộ, ở tỉnh nhưng đến xã thì lại tắc. Ông đề nghị cán bộ cấp bộ trưởng hoặc chủ tịch tỉnh có thể hóa trang, vi hành tới những cơ quan thuộc phạm vi mà mình quản lý, xem cán bộ, nhân viên ở đó đối xử với người dân, doanh nghiệp như thế nào. Một đề xuất thật biết cách làm khó cho lãnh đạo nước nhà. Bởi bình thưởng đi đâu cũng có xe đưa rước, hú còi dọn đường ầm ỹ, giờ bắt cải trang làm dân thường để hưởng trọn combo kẹt xe và khói bụi ô nhiễm khi đi đến cơ quan thì chịu sao nổi chứ chưa nói làm gì to tát. Đó là chưa kể lãnh đạo lịch trình mới đề ra kế hoạch là bị báo tới cô lao công, ông bảo vệ rồi thì vi hành đột xuất kiểu gì?  Mà đám lãnh đạo lạ gì cách làm việc của thuộc cấp, vì chúng cũng đã từng từ đó mà ra cả, bày đặt hoá trang, vi hành gì. Đơn giản chỉ cần mở công khai kênh phản ánh và tiếp nhận ý kiến từ dân, xử minh bạch thử coi tên nào dám làm láo. Đằng này tù chưa nóng đít đã được thả về, màu mè là giỏi.",anh_65.jpg,2
"Sau hơn 3 tháng ở ẩn vì scandal, Jack - J97 chính thức trở lại trong vòng tay người hâm mộ. Tại sự kiện diễn ra tối 30/4, nam ca sĩ gây chú ý khi xuất hiện với diện mạo hoàn toàn khác. Anh để tóc dài lãng tử nhuộm màu bạch kim, mặc áo sơ mi lụa cổ trễ và đi giày đế cao. Trước đó, một số đoạn clip ghi lại khoảnh khắc Jack tham gia tổng duyệt cho chương trình cũng được chia sẻ rầm rộ trên mạng xã hội. Trong clip, nam ca sĩ mặc áo cờ đỏ sao vàng kết hợp quần jeans và cột tóc cao. ",anh_66.jpg,1
